"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.337678,0.00594742249579045
"5",1,"O",0.5,0.326002,0.00642713596928498
"6",1,"Y",0.5,0.33632,0.00621399528272571
"7",2,"B",0.5,0.343695,0.00734485836789549
"8",2,"O",0.5,0.314961,0.00781255005640529
"9",2,"Y",0.5,0.341344,0.00820048434144858
"10",3,"B",0.5,0.350372,0.00818986908048936
"11",3,"O",0.5,0.303026,0.00863361553300337
"12",3,"Y",0.5,0.346602,0.00886549297312708
"13",4,"B",0.5,0.357961,0.00958007080170374
"14",4,"O",0.5,0.290506,0.00958907016694876
"15",4,"Y",0.5,0.351533,0.010151797920078
"16",5,"B",0.5,0.365003,0.0109840329937633
"17",5,"O",0.5,0.277546,0.0102481574594232
"18",5,"Y",0.5,0.357451,0.0112648868506335
"19",6,"B",0.5,0.371283,0.0125776541870289
"20",6,"O",0.5,0.264307,0.0112560309760294
"21",6,"Y",0.5,0.36441,0.0119215152246904
"22",7,"B",0.5,0.376632,0.0132740415012828
"23",7,"O",0.5,0.251747,0.011923810784995
"24",7,"Y",0.5,0.371621,0.0131009313802608
"25",8,"B",0.5,0.380369,0.0143308644455795
"26",8,"O",0.5,0.239064,0.0127386829948957
"27",8,"Y",0.5,0.380567,0.0140298315288272
"28",9,"B",0.5,0.385117,0.0155123414861793
"29",9,"O",0.5,0.226402,0.0135969989261594
"30",9,"Y",0.5,0.388481,0.0153653926705175
"31",10,"B",0.5,0.389271,0.0163398768277939
"32",10,"O",0.5,0.213756,0.0139820470748757
"33",10,"Y",0.5,0.396973,0.0163573839935092
"34",11,"B",0.5,0.391124,0.0170252107775558
"35",11,"O",0.5,0.201339,0.0144244243972479
"36",11,"Y",0.5,0.407537,0.0178314536250929
"37",12,"B",0.5,0.392366,0.0183805025156352
"38",12,"O",0.5,0.189379,0.0146648986193274
"39",12,"Y",0.5,0.418255,0.0194260544349359
"40",13,"B",0.5,0.393082,0.0183540730073626
"41",13,"O",0.5,0.178044,0.0146635693699272
"42",13,"Y",0.5,0.428874,0.0200052650645531
"43",14,"B",0.5,0.391708,0.0193061390770036
"44",14,"O",0.5,0.167015,0.0149219882161605
"45",14,"Y",0.5,0.441277,0.0219271929094649
"46",15,"B",0.5,0.389276,0.0200982391308696
"47",15,"O",0.5,0.156862,0.0154968082735338
"48",15,"Y",0.5,0.453862,0.0228989337672471
"49",16,"B",0.5,0.386378,0.0216481719665876
"50",16,"O",0.5,0.146668,0.0156406933634315
"51",16,"Y",0.5,0.466954,0.0245935666220237
"52",17,"B",0.5,0.381674,0.0221410520494981
"53",17,"O",0.5,0.136852,0.0157658144429809
"54",17,"Y",0.5,0.481474,0.0253207050662201
"55",18,"B",0.5,0.375144,0.022556646179534
"56",18,"O",0.5,0.127659,0.0154427852135395
"57",18,"Y",0.5,0.497197,0.025952678205931
"58",19,"B",0.5,0.368236,0.0219177549908375
"59",19,"O",0.5,0.118911,0.0147697609111907
"60",19,"Y",0.5,0.512853,0.0257804814391105
"61",20,"B",0.5,0.360196,0.0226408360840729
"62",20,"O",0.5,0.110981,0.0145168358894914
"63",20,"Y",0.5,0.528823,0.0267217077986563
"64",21,"B",0.5,0.351356,0.0223951398046247
"65",21,"O",0.5,0.102876,0.0139079377088457
"66",21,"Y",0.5,0.545768,0.026590048567618
"67",22,"B",0.5,0.340731,0.0233014400864198
"68",22,"O",0.5,0.095765,0.0136444340596479
"69",22,"Y",0.5,0.563504,0.0273600457793934
"70",23,"B",0.5,0.329873,0.023892109576176
"71",23,"O",0.5,0.088847,0.0135515361610126
"72",23,"Y",0.5,0.58128,0.0283094194981676
"73",24,"B",0.5,0.318122,0.0239796149959405
"74",24,"O",0.5,0.083123,0.0130624827485266
"75",24,"Y",0.5,0.598755,0.0290183688777166
"76",25,"B",0.5,0.306639,0.024122037767581
