"","Generation","O","Y","B"
"1",0,0.3316,0.3353,0.3331
"2",1,0.3154,0.3457,0.3389
"3",2,0.3013,0.352,0.3467
"4",3,0.2832,0.3731,0.3437
"5",4,0.2607,0.3873,0.352
"6",5,0.233,0.4071,0.3599
"7",6,0.2138,0.4192,0.367
"8",7,0.1945,0.4369,0.3686
"9",8,0.1728,0.4605,0.3667
"10",9,0.161,0.4747,0.3643
"11",10,0.1534,0.4846,0.362
"12",11,0.1384,0.5096,0.352
"13",12,0.1268,0.5296,0.3436
"14",13,0.1167,0.5543,0.329
"15",14,0.1058,0.58,0.3142
"16",15,0.0939,0.606,0.3001
"17",16,0.0826,0.6355,0.2819
"18",17,0.0765,0.6588,0.2647
"19",18,0.0652,0.6902,0.2446
"20",19,0.0592,0.7164,0.2244
"21",20,0.0549,0.744,0.2011
"22",21,0.0487,0.7748,0.1765
"23",22,0.0458,0.7956,0.1586
"24",23,0.0466,0.8168,0.1366
"25",24,0.0431,0.835,0.1219
"26",25,0.045,0.8548,0.1002
"27",26,0.0471,0.8667,0.0862
"28",27,0.0512,0.8774,0.0714
"29",28,0.053,0.8835,0.0635
"30",29,0.0569,0.891,0.0521
"31",30,0.0612,0.8923,0.0465
"32",31,0.0659,0.8926,0.0415
"33",32,0.0707,0.8922,0.0371
"34",33,0.0778,0.8915,0.0307
"35",34,0.084,0.8913,0.0247
"36",35,0.0958,0.8864,0.0178
"37",36,0.1042,0.8816,0.0142
"38",37,0.1155,0.8722,0.0123
"39",38,0.124,0.866,0.01
"40",39,0.1307,0.8635,0.0058
"41",40,0.1436,0.8523,0.0041
"42",41,0.1548,0.8415,0.0037
"43",42,0.1725,0.8242,0.0033
"44",43,0.1933,0.8032,0.0035
"45",44,0.2137,0.7829,0.0034
"46",45,0.233,0.7635,0.0035
"47",46,0.2475,0.7493,0.0032
"48",47,0.2654,0.7314,0.0032
"49",48,0.2989,0.6972,0.0039
"50",49,0.3206,0.6758,0.0036
"51",50,0.3461,0.6506,0.0033
"52",51,0.3734,0.6228,0.0038
"53",52,0.3942,0.6018,0.004
"54",53,0.4156,0.5797,0.0047
"55",54,0.4378,0.5573,0.0049
"56",55,0.4519,0.5439,0.0042
"57",56,0.4737,0.5221,0.0042
"58",57,0.4973,0.4971,0.0056
"59",58,0.5223,0.4703,0.0074
"60",59,0.5402,0.4521,0.0077
"61",60,0.558,0.4345,0.0075
"62",61,0.5736,0.4191,0.0073
"63",62,0.5871,0.4047,0.0082
"64",63,0.6096,0.382,0.0084
"65",64,0.6333,0.3567,0.01
"66",65,0.6569,0.3321,0.011
"67",66,0.6678,0.321,0.0112
"68",67,0.6855,0.3032,0.0113
"69",68,0.6997,0.2891,0.0112
"70",69,0.717,0.271,0.012
"71",70,0.7313,0.2566,0.0121
"72",71,0.7401,0.2474,0.0125
"73",72,0.748,0.2394,0.0126
"74",73,0.7659,0.2223,0.0118
"75",74,0.7788,0.2106,0.0106
"76",75,0.7931,0.1968,0.0101
"77",76,0.7981,0.1921,0.0098
"78",77,0.8126,0.1792,0.0082
"79",78,0.8159,0.1765,0.0076
"80",79,0.8229,0.1696,0.0075
"81",80,0.8337,0.1577,0.0086
"82",81,0.8435,0.1484,0.0081
"83",82,0.8508,0.1393,0.0099
"84",83,0.8579,0.1322,0.0099
"85",84,0.8662,0.1236,0.0102
"86",85,0.8778,0.1114,0.0108
"87",86,0.882,0.1071,0.0109
"88",87,0.886,0.1024,0.0116
"89",88,0.8942,0.0941,0.0117
"90",89,0.8948,0.0922,0.013
"91",90,0.9015,0.0872,0.0113
"92",91,0.9063,0.0831,0.0106
"93",92,0.9097,0.0803,0.01
"94",93,0.9156,0.0741,0.0103
"95",94,0.9213,0.0672,0.0115
"96",95,0.9261,0.0619,0.012
"97",96,0.9258,0.0612,0.013
"98",97,0.9301,0.0556,0.0143
"99",98,0.9297,0.0554,0.0149
"100",99,0.933,0.053,0.014
"101",100,0.9332,0.0521,0.0147
"102",101,0.9321,0.0516,0.0163
"103",102,0.9306,0.0519,0.0175
"104",103,0.9314,0.0517,0.0169
"105",104,0.932,0.0517,0.0163
"106",105,0.9338,0.0496,0.0166
"107",106,0.9377,0.0458,0.0165
"108",107,0.9393,0.0452,0.0155
"109",108,0.9423,0.0426,0.0151
"110",109,0.9439,0.0397,0.0164
"111",110,0.9462,0.0367,0.0171
"112",111,0.9486,0.0342,0.0172
"113",112,0.9482,0.0347,0.0171
"114",113,0.9512,0.0319,0.0169
"115",114,0.9481,0.0326,0.0193
"116",115,0.9481,0.0307,0.0212
"117",116,0.95,0.028,0.022
"118",117,0.9485,0.0288,0.0227
"119",118,0.9474,0.0291,0.0235
"120",119,0.949,0.0269,0.0241
"121",120,0.9475,0.0259,0.0266
"122",121,0.9457,0.0255,0.0288
"123",122,0.9422,0.0257,0.0321
"124",123,0.9374,0.0276,0.035
"125",124,0.9341,0.0289,0.037
"126",125,0.9335,0.0302,0.0363
"127",126,0.9295,0.0291,0.0414
"128",127,0.9312,0.0282,0.0406
"129",128,0.9314,0.0289,0.0397
"130",129,0.9282,0.0294,0.0424
"131",130,0.9258,0.0293,0.0449
"132",131,0.9256,0.0271,0.0473
"133",132,0.9241,0.0287,0.0472
"134",133,0.9222,0.0269,0.0509
"135",134,0.9222,0.0261,0.0517
"136",135,0.9215,0.0257,0.0528
"137",136,0.9204,0.0266,0.053
"138",137,0.9183,0.0282,0.0535
"139",138,0.9181,0.0299,0.052
"140",139,0.922,0.0284,0.0496
"141",140,0.9204,0.0294,0.0502
"142",141,0.9177,0.029,0.0533
"143",142,0.9151,0.0294,0.0555
"144",143,0.9151,0.0303,0.0546
"145",144,0.9146,0.0311,0.0543
"146",145,0.9134,0.0296,0.057
"147",146,0.9145,0.029,0.0565
"148",147,0.9123,0.0298,0.0579
"149",148,0.9101,0.0282,0.0617
"150",149,0.9084,0.0309,0.0607
"151",150,0.9055,0.0304,0.0641
"152",151,0.9056,0.0309,0.0635
"153",152,0.9051,0.0296,0.0653
"154",153,0.903,0.0301,0.0669
"155",154,0.8985,0.031,0.0705
"156",155,0.8957,0.0344,0.0699
"157",156,0.8937,0.036,0.0703
"158",157,0.891,0.0392,0.0698
"159",158,0.8898,0.0408,0.0694
"160",159,0.8843,0.0408,0.0749
"161",160,0.8824,0.0418,0.0758
"162",161,0.8813,0.0412,0.0775
"163",162,0.8773,0.0422,0.0805
"164",163,0.87,0.0412,0.0888
"165",164,0.8602,0.0429,0.0969
"166",165,0.8573,0.0425,0.1002
"167",166,0.8525,0.0415,0.106
"168",167,0.8493,0.0406,0.1101
"169",168,0.8431,0.0412,0.1157
"170",169,0.8386,0.0428,0.1186
"171",170,0.8357,0.0423,0.122
"172",171,0.8325,0.0415,0.126
"173",172,0.8252,0.0395,0.1353
"174",173,0.8205,0.0409,0.1386
"175",174,0.8156,0.0433,0.1411
"176",175,0.8071,0.0454,0.1475
"177",176,0.802,0.0469,0.1511
"178",177,0.7957,0.0464,0.1579
"179",178,0.7923,0.0467,0.161
"180",179,0.7832,0.0485,0.1683
"181",180,0.7738,0.0507,0.1755
"182",181,0.7724,0.0554,0.1722
"183",182,0.767,0.056,0.177
"184",183,0.7623,0.0585,0.1792
"185",184,0.7529,0.0597,0.1874
"186",185,0.7496,0.0599,0.1905
"187",186,0.743,0.0619,0.1951
"188",187,0.7365,0.0632,0.2003
"189",188,0.73,0.0624,0.2076
"190",189,0.7284,0.062,0.2096
"191",190,0.7235,0.062,0.2145
"192",191,0.7243,0.0591,0.2166
"193",192,0.7165,0.0572,0.2263
"194",193,0.7146,0.0534,0.232
"195",194,0.7078,0.0513,0.2409
"196",195,0.7014,0.0527,0.2459
"197",196,0.6972,0.0517,0.2511
"198",197,0.694,0.0509,0.2551
"199",198,0.6891,0.0516,0.2593
"200",199,0.6846,0.0527,0.2627
"201",200,0.6752,0.0523,0.2725
