"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.332686,0.00844796335506285
"5",1,"O",0.5,0.334061,0.00713419557235758
"6",1,"Y",0.5,0.333253,0.00772509298430521
"7",2,"B",0.5,0.333501,0.00972012901564624
"8",2,"O",0.5,0.333149,0.0097521662447195
"9",2,"Y",0.5,0.33335,0.0100556381491111
"10",3,"B",0.5,0.333885,0.011770536534204
"11",3,"O",0.5,0.331861,0.0111500409475173
"12",3,"Y",0.5,0.334254,0.0116558081069595
"13",4,"B",0.5,0.333315,0.0126865901922885
"14",4,"O",0.5,0.332696,0.0125188578560587
"15",4,"Y",0.5,0.333989,0.0133172319066901
"16",5,"B",0.5,0.333385,0.0125558741132378
"17",5,"O",0.5,0.333933,0.014804852159841
"18",5,"Y",0.5,0.332682,0.0139364892757586
"19",6,"B",0.5,0.332623,0.0144718525476739
"20",6,"O",0.5,0.334536,0.0167546255937839
"21",6,"Y",0.5,0.332841,0.0133658020955185
"22",7,"B",0.5,0.331985,0.0168037115609089
"23",7,"O",0.5,0.334663,0.0164048197832592
"24",7,"Y",0.5,0.333352,0.0136754035635612
"25",8,"B",0.5,0.33168,0.0181497752998307
"26",8,"O",0.5,0.334908,0.015245079881918
"27",8,"Y",0.5,0.333412,0.0161653281545236
"28",9,"B",0.5,0.331107,0.0183897987476698
"29",9,"O",0.5,0.334945,0.0161640977340387
"30",9,"Y",0.5,0.333948,0.0201198252899216
"31",10,"B",0.5,0.330522,0.0173058090323055
"32",10,"O",0.5,0.334811,0.0184709047483393
"33",10,"Y",0.5,0.334667,0.0212216872823796
"34",11,"B",0.5,0.330907,0.0164825298085242
"35",11,"O",0.5,0.3335,0.0198545010544514
"36",11,"Y",0.5,0.335593,0.0199407924373708
"37",12,"B",0.5,0.332069,0.0178198260656523
"38",12,"O",0.5,0.332528,0.02063658162124
"39",12,"Y",0.5,0.335403,0.0182715955250302
"40",13,"B",0.5,0.333941,0.0198223172615152
"41",13,"O",0.5,0.330845,0.0188061851796185
"42",13,"Y",0.5,0.335214,0.0174476129014715
"43",14,"B",0.5,0.335208,0.0198749254747348
"44",14,"O",0.5,0.33,0.0174516706386755
"45",14,"Y",0.5,0.334792,0.0183555880352881
"46",15,"B",0.5,0.336705,0.0194140861856602
"47",15,"O",0.5,0.329688,0.0171121982600988
"48",15,"Y",0.5,0.333607,0.0196457271937105
"49",16,"B",0.5,0.337406,0.0184910997973937
"50",16,"O",0.5,0.330976,0.0189634583216024
"51",16,"Y",0.5,0.331618,0.0196951841521698
"52",17,"B",0.5,0.337168,0.018970162004175
"53",17,"O",0.5,0.332724,0.0202525874141972
"54",17,"Y",0.5,0.330108,0.0186501370536844
"55",18,"B",0.5,0.335724,0.0202523480120207
"56",18,"O",0.5,0.33491,0.0189104027808329
"57",18,"Y",0.5,0.329366,0.0171858481832518
"58",19,"B",0.5,0.334344,0.0207355514744483
"59",19,"O",0.5,0.335815,0.0181298201532138
"60",19,"Y",0.5,0.329841,0.018180076201905
"61",20,"B",0.5,0.332279,0.0214496746932079
"62",20,"O",0.5,0.336583,0.018958381078861
"63",20,"Y",0.5,0.331138,0.020697937144078
"64",21,"B",0.5,0.331195,0.0212365388142249
"65",21,"O",0.5,0.336181,0.0207734858933597
"66",21,"Y",0.5,0.332624,0.0220516204310786
"67",22,"B",0.5,0.330857,0.0210103930751359
"68",22,"O",0.5,0.335853,0.0219334966144793
"69",22,"Y",0.5,0.33329,0.0224883336758229
"70",23,"B",0.5,0.330644,0.0204474706148573
"71",23,"O",0.5,0.33501,0.022021250067729
"72",23,"Y",0.5,0.334346,0.0217267438420901
"73",24,"B",0.5,0.330504,0.0204308190652447
"74",24,"O",0.5,0.33409,0.0213271605652927
"75",24,"Y",0.5,0.335406,0.0199590531343599
"76",25,"B",0.5,0.331614,0.0213269783148107
"77",25,"O",0.5,0.332956,0.0209686120405975
