"","Generation","O","Y","B"
"1",0,0.333,0.3368,0.3302
"2",1,0.3322,0.3386,0.3292
"3",2,0.3186,0.3437,0.3377
"4",3,0.2969,0.3548,0.3483
"5",4,0.2802,0.361,0.3588
"6",5,0.2607,0.3753,0.364
"7",6,0.2333,0.3911,0.3756
"8",7,0.2109,0.4103,0.3788
"9",8,0.191,0.4287,0.3803
"10",9,0.1735,0.4462,0.3803
"11",10,0.1618,0.4717,0.3665
"12",11,0.1408,0.4928,0.3664
"13",12,0.1281,0.5145,0.3574
"14",13,0.1189,0.5389,0.3422
"15",14,0.1059,0.5593,0.3348
"16",15,0.0949,0.5932,0.3119
"17",16,0.0836,0.6172,0.2992
"18",17,0.0753,0.6502,0.2745
"19",18,0.0736,0.6771,0.2493
"20",19,0.0708,0.6964,0.2328
"21",20,0.0684,0.7121,0.2195
"22",21,0.0616,0.7343,0.2041
"23",22,0.0585,0.7611,0.1804
"24",23,0.0549,0.7863,0.1588
"25",24,0.0551,0.8049,0.14
"26",25,0.0548,0.8236,0.1216
"27",26,0.0595,0.8355,0.105
"28",27,0.0614,0.8481,0.0905
"29",28,0.0637,0.8598,0.0765
"30",29,0.0689,0.8682,0.0629
"31",30,0.0736,0.8704,0.056
"32",31,0.076,0.8754,0.0486
"33",32,0.0847,0.8728,0.0425
"34",33,0.0967,0.8658,0.0375
"35",34,0.1052,0.8618,0.033
"36",35,0.1125,0.8606,0.0269
"37",36,0.1218,0.854,0.0242
"38",37,0.1375,0.8397,0.0228
"39",38,0.1479,0.83,0.0221
"40",39,0.1569,0.8214,0.0217
"41",40,0.1749,0.8045,0.0206
"42",41,0.186,0.7947,0.0193
"43",42,0.2012,0.7787,0.0201
"44",43,0.2107,0.7691,0.0202
"45",44,0.2244,0.7567,0.0189
"46",45,0.2367,0.7438,0.0195
"47",46,0.2598,0.7203,0.0199
"48",47,0.2756,0.7041,0.0203
"49",48,0.2935,0.6875,0.019
"50",49,0.3111,0.6729,0.016
"51",50,0.3235,0.6595,0.017
"52",51,0.3353,0.6479,0.0168
"53",52,0.3596,0.6231,0.0173
"54",53,0.3791,0.6045,0.0164
"55",54,0.393,0.5916,0.0154
"56",55,0.407,0.5775,0.0155
"57",56,0.4275,0.5571,0.0154
"58",57,0.4495,0.5366,0.0139
"59",58,0.4681,0.5185,0.0134
"60",59,0.483,0.5025,0.0145
"61",60,0.5005,0.4857,0.0138
"62",61,0.5176,0.4687,0.0137
"63",62,0.5342,0.4518,0.014
"64",63,0.5475,0.4374,0.0151
"65",64,0.564,0.418,0.018
"66",65,0.5804,0.3996,0.02
"67",66,0.604,0.3756,0.0204
"68",67,0.6151,0.3618,0.0231
"69",68,0.6246,0.3497,0.0257
"70",69,0.6361,0.3378,0.0261
"71",70,0.6523,0.3221,0.0256
"72",71,0.6668,0.3057,0.0275
"73",72,0.6755,0.2952,0.0293
"74",73,0.6918,0.2772,0.031
"75",74,0.7051,0.2622,0.0327
"76",75,0.7143,0.2529,0.0328
"77",76,0.721,0.2442,0.0348
"78",77,0.7318,0.2308,0.0374
"79",78,0.7378,0.2248,0.0374
"80",79,0.7481,0.2106,0.0413
"81",80,0.7509,0.2054,0.0437
"82",81,0.7567,0.1982,0.0451
"83",82,0.7598,0.1924,0.0478
"84",83,0.7658,0.1887,0.0455
"85",84,0.7686,0.1845,0.0469
"86",85,0.7685,0.1775,0.054
"87",86,0.7722,0.1716,0.0562
"88",87,0.7779,0.1588,0.0633
"89",88,0.78,0.1558,0.0642
"90",89,0.7812,0.1513,0.0675
"91",90,0.785,0.1439,0.0711
"92",91,0.7874,0.1364,0.0762
"93",92,0.7901,0.1307,0.0792
"94",93,0.7893,0.1259,0.0848
"95",94,0.7947,0.1187,0.0866
"96",95,0.791,0.1169,0.0921
"97",96,0.7931,0.1126,0.0943
"98",97,0.7913,0.1092,0.0995
"99",98,0.7941,0.1034,0.1025
"100",99,0.7974,0.0934,0.1092
"101",100,0.7917,0.0908,0.1175
"102",101,0.7892,0.0884,0.1224
"103",102,0.7811,0.0897,0.1292
"104",103,0.7745,0.088,0.1375
"105",104,0.7697,0.0874,0.1429
"106",105,0.7666,0.0874,0.146
"107",106,0.7607,0.0841,0.1552
"108",107,0.7545,0.0794,0.1661
"109",108,0.7502,0.0798,0.17
"110",109,0.7414,0.078,0.1806
"111",110,0.7382,0.0771,0.1847
"112",111,0.7266,0.074,0.1994
"113",112,0.727,0.07,0.203
"114",113,0.7212,0.0694,0.2094
"115",114,0.7145,0.0702,0.2153
"116",115,0.7035,0.0734,0.2231
"117",116,0.6973,0.0749,0.2278
"118",117,0.6878,0.0756,0.2366
"119",118,0.6802,0.0762,0.2436
"120",119,0.6759,0.0757,0.2484
"121",120,0.6653,0.0737,0.261
"122",121,0.6495,0.0751,0.2754
"123",122,0.6438,0.0778,0.2784
"124",123,0.6343,0.078,0.2877
"125",124,0.6208,0.0772,0.302
"126",125,0.6076,0.0779,0.3145
"127",126,0.589,0.081,0.33
"128",127,0.579,0.0783,0.3427
"129",128,0.5575,0.0792,0.3633
"130",129,0.5457,0.0817,0.3726
"131",130,0.5302,0.0844,0.3854
"132",131,0.5168,0.0857,0.3975
"133",132,0.4959,0.0899,0.4142
"134",133,0.4795,0.0981,0.4224
"135",134,0.4685,0.1013,0.4302
"136",135,0.4564,0.1044,0.4392
"137",136,0.4478,0.1084,0.4438
"138",137,0.434,0.1132,0.4528
"139",138,0.4156,0.1197,0.4647
"140",139,0.3993,0.1263,0.4744
"141",140,0.3856,0.1344,0.48
"142",141,0.3723,0.1401,0.4876
"143",142,0.3576,0.1481,0.4943
"144",143,0.3508,0.1591,0.4901
"145",144,0.3338,0.1687,0.4975
"146",145,0.3167,0.182,0.5013
"147",146,0.301,0.1922,0.5068
"148",147,0.2932,0.1997,0.5071
"149",148,0.2816,0.2092,0.5092
"150",149,0.2667,0.2236,0.5097
"151",150,0.2562,0.2335,0.5103
"152",151,0.2447,0.2477,0.5076
"153",152,0.2311,0.2625,0.5064
"154",153,0.2215,0.2771,0.5014
"155",154,0.2106,0.2921,0.4973
"156",155,0.1995,0.3065,0.494
"157",156,0.1904,0.318,0.4916
"158",157,0.181,0.3376,0.4814
"159",158,0.1719,0.3542,0.4739
"160",159,0.1622,0.3745,0.4633
"161",160,0.1547,0.39,0.4553
"162",161,0.1519,0.4112,0.4369
"163",162,0.146,0.428,0.426
"164",163,0.1396,0.4484,0.412
"165",164,0.134,0.4695,0.3965
"166",165,0.1291,0.4879,0.383
"167",166,0.1166,0.5099,0.3735
"168",167,0.1152,0.5262,0.3586
"169",168,0.112,0.5428,0.3452
"170",169,0.1066,0.5646,0.3288
"171",170,0.0995,0.5872,0.3133
"172",171,0.0946,0.6086,0.2968
"173",172,0.0945,0.627,0.2785
"174",173,0.0872,0.646,0.2668
"175",174,0.0839,0.6601,0.256
"176",175,0.083,0.6725,0.2445
"177",176,0.0803,0.6862,0.2335
"178",177,0.078,0.6993,0.2227
"179",178,0.0766,0.7074,0.216
"180",179,0.0818,0.7089,0.2093
"181",180,0.0772,0.7189,0.2039
"182",181,0.0725,0.7336,0.1939
"183",182,0.0713,0.7424,0.1863
"184",183,0.0747,0.751,0.1743
"185",184,0.0729,0.7612,0.1659
"186",185,0.0756,0.7657,0.1587
"187",186,0.0777,0.7766,0.1457
"188",187,0.076,0.7882,0.1358
"189",188,0.0795,0.7944,0.1261
"190",189,0.0806,0.8066,0.1128
"191",190,0.0805,0.8124,0.1071
"192",191,0.0813,0.8196,0.0991
"193",192,0.0826,0.8268,0.0906
"194",193,0.0851,0.832,0.0829
"195",194,0.0846,0.8371,0.0783
"196",195,0.0903,0.8399,0.0698
"197",196,0.0924,0.843,0.0646
"198",197,0.099,0.8423,0.0587
"199",198,0.1063,0.8436,0.0501
"200",199,0.1145,0.8439,0.0416
