"","Generation","O","Y","B"
"1",0,0.3336,0.3388,0.3276
"2",1,0.3185,0.3502,0.3313
"3",2,0.2905,0.3668,0.3427
"4",3,0.2715,0.3794,0.3491
"5",4,0.2507,0.395,0.3543
"6",5,0.2345,0.4158,0.3497
"7",6,0.2235,0.4228,0.3537
"8",7,0.201,0.4354,0.3636
"9",8,0.181,0.4544,0.3646
"10",9,0.1687,0.4728,0.3585
"11",10,0.1602,0.497,0.3428
"12",11,0.1462,0.5227,0.3311
"13",12,0.1313,0.5431,0.3256
"14",13,0.1236,0.5669,0.3095
"15",14,0.115,0.585,0.3
"16",15,0.1101,0.613,0.2769
"17",16,0.1018,0.6408,0.2574
"18",17,0.0947,0.6613,0.244
"19",18,0.0918,0.6781,0.2301
"20",19,0.0866,0.6975,0.2159
"21",20,0.0805,0.7134,0.2061
"22",21,0.0767,0.7348,0.1885
"23",22,0.0731,0.7581,0.1688
"24",23,0.0717,0.7801,0.1482
"25",24,0.0704,0.7975,0.1321
"26",25,0.0729,0.8129,0.1142
"27",26,0.0718,0.8266,0.1016
"28",27,0.0725,0.8361,0.0914
"29",28,0.0729,0.8481,0.079
"30",29,0.0778,0.856,0.0662
"31",30,0.0804,0.8662,0.0534
"32",31,0.0855,0.8692,0.0453
"33",32,0.0889,0.8736,0.0375
"34",33,0.0946,0.8753,0.0301
"35",34,0.1065,0.8702,0.0233
"36",35,0.113,0.8696,0.0174
"37",36,0.1238,0.8622,0.014
"38",37,0.1376,0.8494,0.013
"39",38,0.1469,0.8403,0.0128
"40",39,0.158,0.8294,0.0126
"41",40,0.1714,0.8176,0.011
"42",41,0.1889,0.8021,0.009
"43",42,0.2001,0.7905,0.0094
"44",43,0.2222,0.7687,0.0091
"45",44,0.2403,0.7519,0.0078
"46",45,0.2568,0.7367,0.0065
"47",46,0.2787,0.716,0.0053
"48",47,0.2962,0.7007,0.0031
"49",48,0.3142,0.6832,0.0026
"50",49,0.3352,0.6632,0.0016
"51",50,0.353,0.6448,0.0022
"52",51,0.3729,0.6243,0.0028
"53",52,0.3951,0.602,0.0029
"54",53,0.4195,0.5772,0.0033
"55",54,0.4408,0.5562,0.003
"56",55,0.4599,0.5363,0.0038
"57",56,0.4766,0.5186,0.0048
"58",57,0.4963,0.499,0.0047
"59",58,0.5095,0.4856,0.0049
"60",59,0.5267,0.469,0.0043
"61",60,0.5431,0.453,0.0039
"62",61,0.5546,0.4402,0.0052
"63",62,0.5793,0.415,0.0057
"64",63,0.6027,0.3919,0.0054
"65",64,0.6229,0.3707,0.0064
"66",65,0.6296,0.3633,0.0071
"67",66,0.6493,0.3435,0.0072
"68",67,0.668,0.3238,0.0082
"69",68,0.684,0.3054,0.0106
"70",69,0.6984,0.2896,0.012
"71",70,0.7187,0.2686,0.0127
"72",71,0.736,0.251,0.013
"73",72,0.7562,0.2299,0.0139
"74",73,0.7703,0.2146,0.0151
"75",74,0.7811,0.202,0.0169
"76",75,0.7946,0.1884,0.017
"77",76,0.8061,0.1752,0.0187
"78",77,0.8138,0.1663,0.0199
