"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.25,0.333302,0.00402055275359551
"2",0,"O",0.25,0.333422,0.00437960332136659
"3",0,"Y",0.25,0.333276,0.00472925816891855
"4",1,"B",0.25,0.252248,0.00519835793809211
"5",1,"O",0.25,0.263124,0.00543908637604337
"6",1,"Y",0.25,0.484628,0.00576192798821837
"7",2,"B",0.25,0.2032,0.00502858495669176
"8",2,"O",0.25,0.222466,0.00642064567696201
"9",2,"Y",0.25,0.574334,0.00643772373348584
"10",3,"B",0.25,0.169157,0.00536342373315909
"11",3,"O",0.25,0.196987,0.00743804925821796
"12",3,"Y",0.25,0.633856,0.00718622869301296
"13",4,"B",0.25,0.143474,0.00537922716089262
"14",4,"O",0.25,0.180503,0.00776514427789759
"15",4,"Y",0.25,0.676023,0.00795713078333078
"16",5,"B",0.25,0.123771,0.00551292869791392
"17",5,"O",0.25,0.169261,0.00875378007814714
"18",5,"Y",0.25,0.706968,0.0094403697924489
"19",6,"B",0.25,0.107404,0.0047677985517745
"20",6,"O",0.25,0.160708,0.0089162056522
"21",6,"Y",0.25,0.731888,0.00928527975895289
"22",7,"B",0.25,0.093601,0.00491083105147811
"23",7,"O",0.25,0.154656,0.00902171700829602
"24",7,"Y",0.25,0.751743,0.00948762357021509
"25",8,"B",0.25,0.082731,0.00506319049412502
"26",8,"O",0.25,0.150808,0.00998741308858406
"27",8,"Y",0.25,0.766461,0.0102286080789286
"28",9,"B",0.25,0.073262,0.00503933577473312
"29",9,"O",0.25,0.147072,0.0103240141750614
"30",9,"Y",0.25,0.779666,0.0105726368756829
"31",10,"B",0.25,0.064911,0.00510537239314893
"32",10,"O",0.25,0.145008,0.0111117617183257
"33",10,"Y",0.25,0.790081,0.0111207667692185
"34",11,"B",0.25,0.057441,0.00517445346745612
"35",11,"O",0.25,0.143009,0.0116387726712454
"36",11,"Y",0.25,0.79955,0.0115768359802293
"37",12,"B",0.25,0.050916,0.00499140109072441
"38",12,"O",0.25,0.141932,0.012553633463317
"39",12,"Y",0.25,0.807152,0.0122159233723196
"40",13,"B",0.25,0.045299,0.00489806176879274
"41",13,"O",0.25,0.141632,0.0139624451564715
"42",13,"Y",0.25,0.813069,0.0135928657386844
"43",14,"B",0.25,0.040811,0.00484402985669218
"44",14,"O",0.25,0.141686,0.0142832742476059
"45",14,"Y",0.25,0.817503,0.0138523123183697
