"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.279386,0.0050659891891561
"5",1,"O",0.5,0.287021,0.00560164649316105
"6",1,"Y",0.5,0.433593,0.00605293575987151
"7",2,"B",0.5,0.238973,0.0050288833429269
"8",2,"O",0.5,0.253503,0.00609171411082963
"9",2,"Y",0.5,0.507524,0.00662691359822835
"10",3,"B",0.5,0.207197,0.00526922559621795
"11",3,"O",0.5,0.228526,0.00679277126172679
"12",3,"Y",0.5,0.564277,0.00663361283102347
"13",4,"B",0.5,0.181488,0.00544603052551567
"14",4,"O",0.5,0.209331,0.00693150755389453
"15",4,"Y",0.5,0.609181,0.00723718923898001
"16",5,"B",0.5,0.159991,0.00534186996729373
"17",5,"O",0.5,0.193882,0.00755361148488896
"18",5,"Y",0.5,0.646127,0.00789249554061235
"19",6,"B",0.5,0.142978,0.00547878516358206
"20",6,"O",0.5,0.180483,0.00804160965594488
"21",6,"Y",0.5,0.676539,0.00852238757033438
"22",7,"B",0.5,0.127427,0.00534326452251578
"23",7,"O",0.5,0.170199,0.00823063377409251
"24",7,"Y",0.5,0.702374,0.00872321435520581
"25",8,"B",0.5,0.114353,0.00566981115962944
"26",8,"O",0.5,0.160926,0.00829169744169711
"27",8,"Y",0.5,0.724721,0.00913641061850325
"28",9,"B",0.5,0.103095,0.00544076225720201
"29",9,"O",0.5,0.152328,0.00895476939677929
"30",9,"Y",0.5,0.744577,0.00998006958336909
"31",10,"B",0.5,0.093125,0.00535303888016193
"32",10,"O",0.5,0.145444,0.00911210006951019
"33",10,"Y",0.5,0.761431,0.0101773237239374
"34",11,"B",0.5,0.084456,0.00519841312228059
"35",11,"O",0.5,0.139642,0.00954629527803082
"36",11,"Y",0.5,0.775902,0.0103299797099549
"37",12,"B",0.5,0.076822,0.00530348808413726
"38",12,"O",0.5,0.134474,0.00982588438973328
"39",12,"Y",0.5,0.788704,0.0103581219779017
"40",13,"B",0.5,0.069474,0.00556842868139639
"41",13,"O",0.5,0.129594,0.0104663175004489
"42",13,"Y",0.5,0.800932,0.0111282866442397
"43",14,"B",0.5,0.062911,0.00571992609615321
"44",14,"O",0.5,0.124732,0.0104223039776251
"45",14,"Y",0.5,0.812357,0.0109180811482419
"46",15,"B",0.5,0.056843,0.00536299055348484
"47",15,"O",0.5,0.120843,0.0105232235238701
"48",15,"Y",0.5,0.822314,0.011003507429796
"49",16,"B",0.5,0.051505,0.00528241555932645
"50",16,"O",0.5,0.116823,0.01080730070299
"51",16,"Y",0.5,0.831672,0.0112466298431256
"52",17,"B",0.5,0.04679,0.00505927491111746
"53",17,"O",0.5,0.113765,0.0110702474582946
"54",17,"Y",0.5,0.839445,0.0113348249909629
"55",18,"B",0.5,0.042643,0.00484170132465559
"56",18,"O",0.5,0.110458,0.0113470343208606
"57",18,"Y",0.5,0.846899,0.0118689008366701
"58",19,"B",0.5,0.038661,0.00490233700196224
"59",19,"O",0.5,0.107239,0.0111342577641977
"60",19,"Y",0.5,0.8541,0.0117694004893532
"61",20,"B",0.5,0.035419,0.00468784577175892
"62",20,"O",0.5,0.10476,0.0113346879760826
"63",20,"Y",0.5,0.859821,0.0118781974536322
"64",21,"B",0.5,0.032274,0.00452859868619489
"65",21,"O",0.5,0.10187,0.0118400493105716
"66",21,"Y",0.5,0.865856,0.0120151698727362
"67",22,"B",0.5,0.029322,0.00441577932767332
"68",22,"O",0.5,0.099513,0.0119703223503679
"69",22,"Y",0.5,0.871165,0.0121907182360643
"70",23,"B",0.5,0.026843,0.00400149605860992
"71",23,"O",0.5,0.096836,0.0119101647445543
"72",23,"Y",0.5,0.876321,0.0120441804128875
"73",24,"B",0.5,0.02432,0.00385295374034682
"74",24,"O",0.5,0.094056,0.0124490827214723
"75",24,"Y",0.5,0.881624,0.0126285960575132
"76",25,"B",0.5,0.022102,0.00378543140330015
