"","Generation","O","Y","B"
"1",0,0.3292,0.3315,0.3393
"2",1,0.3244,0.3268,0.3488
"3",2,0.3099,0.3388,0.3513
"4",3,0.2896,0.3603,0.3501
"5",4,0.2695,0.378,0.3525
"6",5,0.2436,0.3918,0.3646
"7",6,0.2281,0.4038,0.3681
"8",7,0.2045,0.4199,0.3756
"9",8,0.1955,0.4303,0.3742
"10",9,0.1775,0.455,0.3675
"11",10,0.1562,0.476,0.3678
"12",11,0.1413,0.4925,0.3662
"13",12,0.1262,0.5169,0.3569
"14",13,0.1082,0.5528,0.339
"15",14,0.0975,0.582,0.3205
"16",15,0.0853,0.6086,0.3061
"17",16,0.0804,0.635,0.2846
"18",17,0.07,0.6668,0.2632
"19",18,0.0628,0.6894,0.2478
"20",19,0.0555,0.7136,0.2309
"21",20,0.0503,0.7384,0.2113
"22",21,0.0485,0.7629,0.1886
"23",22,0.0476,0.7857,0.1667
"24",23,0.045,0.8086,0.1464
"25",24,0.0445,0.8247,0.1308
"26",25,0.0447,0.8373,0.118
"27",26,0.045,0.8578,0.0972
"28",27,0.0457,0.875,0.0793
"29",28,0.049,0.8847,0.0663
"30",29,0.0518,0.8893,0.0589
"31",30,0.0553,0.8942,0.0505
"32",31,0.0607,0.8975,0.0418
"33",32,0.0644,0.8979,0.0377
"34",33,0.0685,0.8963,0.0352
"35",34,0.0753,0.8935,0.0312
"36",35,0.0874,0.8836,0.029
"37",36,0.0974,0.8745,0.0281
"38",37,0.1012,0.8716,0.0272
"39",38,0.1084,0.8657,0.0259
"40",39,0.1129,0.8656,0.0215
"41",40,0.1221,0.858,0.0199
"42",41,0.1385,0.8447,0.0168
"43",42,0.1483,0.8391,0.0126
"44",43,0.1611,0.8279,0.011
"45",44,0.1734,0.8165,0.0101
"46",45,0.1877,0.8022,0.0101
"47",46,0.2043,0.7854,0.0103
"48",47,0.2128,0.7777,0.0095
"49",48,0.2326,0.7602,0.0072
"50",49,0.2566,0.7355,0.0079
"51",50,0.2745,0.7175,0.008
"52",51,0.2975,0.6939,0.0086
"53",52,0.3217,0.6688,0.0095
"54",53,0.3405,0.6495,0.01
"55",54,0.3594,0.6305,0.0101
"56",55,0.3779,0.6113,0.0108
"57",56,0.3977,0.591,0.0113
"58",57,0.4149,0.573,0.0121
"59",58,0.4336,0.5534,0.013
"60",59,0.4512,0.5356,0.0132
"61",60,0.4651,0.5204,0.0145
"62",61,0.4795,0.5065,0.014
"63",62,0.499,0.4864,0.0146
"64",63,0.5135,0.4711,0.0154
"65",64,0.5336,0.4481,0.0183
"66",65,0.5518,0.4304,0.0178
"67",66,0.5634,0.4171,0.0195
"68",67,0.5759,0.4037,0.0204
