"","Generation","O","Y","B"
"1",0,0.3332,0.3304,0.3364
"2",1,0.3322,0.327,0.3408
"3",2,0.32,0.3336,0.3464
"4",3,0.303,0.3401,0.3569
"5",4,0.2792,0.3516,0.3692
"6",5,0.2611,0.362,0.3769
"7",6,0.2406,0.3691,0.3903
"8",7,0.2184,0.3848,0.3968
"9",8,0.1999,0.4056,0.3945
"10",9,0.1867,0.4212,0.3921
"11",10,0.1676,0.4495,0.3829
"12",11,0.1588,0.4725,0.3687
"13",12,0.1453,0.4882,0.3665
"14",13,0.1349,0.5138,0.3513
"15",14,0.1188,0.5442,0.337
"16",15,0.1046,0.5697,0.3257
"17",16,0.0929,0.6062,0.3009
"18",17,0.0829,0.6338,0.2833
"19",18,0.0763,0.6557,0.268
"20",19,0.0682,0.6806,0.2512
"21",20,0.0659,0.7052,0.2289
"22",21,0.0652,0.7279,0.2069
"23",22,0.0634,0.7502,0.1864
"24",23,0.0577,0.7784,0.1639
"25",24,0.0535,0.7986,0.1479
"26",25,0.051,0.8128,0.1362
"27",26,0.0489,0.8262,0.1249
"28",27,0.0496,0.8411,0.1093
"29",28,0.0537,0.8539,0.0924
"30",29,0.0531,0.8678,0.0791
"31",30,0.0554,0.8782,0.0664
"32",31,0.0566,0.8857,0.0577
"33",32,0.0583,0.8937,0.048
"34",33,0.0598,0.9005,0.0397
"35",34,0.0678,0.8974,0.0348
"36",35,0.0737,0.8953,0.031
"37",36,0.0816,0.8944,0.024
"38",37,0.0894,0.8894,0.0212
"39",38,0.1014,0.8789,0.0197
"40",39,0.107,0.8736,0.0194
"41",40,0.1181,0.8645,0.0174
"42",41,0.1341,0.8499,0.016
"43",42,0.1459,0.8379,0.0162
"44",43,0.155,0.8313,0.0137
"45",44,0.1702,0.8166,0.0132
"46",45,0.1863,0.8013,0.0124
"47",46,0.2012,0.7866,0.0122
"48",47,0.2169,0.7732,0.0099
"49",48,0.236,0.7551,0.0089
"50",49,0.248,0.7434,0.0086
"51",50,0.2717,0.7196,0.0087
"52",51,0.2945,0.6971,0.0084
"53",52,0.3176,0.6742,0.0082
"54",53,0.3378,0.6546,0.0076
"55",54,0.3596,0.6342,0.0062
"56",55,0.3786,0.6154,0.006
"57",56,0.3984,0.5954,0.0062
"58",57,0.4104,0.5814,0.0082
